Country,Status,Life_expectancy,Diabetes_prevalence(%),Vaccination_rate(per million people)
Afghanistan,Developing,65.0,7.6,5394.6465
Afghanistan,Developing,65.0,10.9,5394.6465
Afghanistan,Developing,59.9,7.6,5394.6465
Afghanistan,Developing,59.9,10.9,5394.6465
Afghanistan,Developing,59.9,7.6,5394.6465
Afghanistan,Developing,59.9,10.9,5394.6465
Afghanistan,Developing,59.5,7.6,5394.6465
Afghanistan,Developing,59.5,10.9,5394.6465
Afghanistan,Developing,59.2,7.6,5394.6465
Afghanistan,Developing,59.2,10.9,5394.6465
Afghanistan,Developing,58.8,7.6,5394.6465
Afghanistan,Developing,58.8,10.9,5394.6465
Afghanistan,Developing,58.6,7.6,5394.6465
Afghanistan,Developing,58.6,10.9,5394.6465
Afghanistan,Developing,58.1,7.6,5394.6465
Afghanistan,Developing,58.1,10.9,5394.6465
Afghanistan,Developing,57.5,7.6,5394.6465
Afghanistan,Developing,57.5,10.9,5394.6465
Afghanistan,Developing,57.3,7.6,5394.6465
Afghanistan,Developing,57.3,10.9,5394.6465
Afghanistan,Developing,57.3,7.6,5394.6465
Afghanistan,Developing,57.3,10.9,5394.6465
Afghanistan,Developing,57.0,7.6,5394.6465
Afghanistan,Developing,57.0,10.9,5394.6465
Afghanistan,Developing,56.7,7.6,5394.6465
Afghanistan,Developing,56.7,10.9,5394.6465
Afghanistan,Developing,56.2,7.6,5394.6465
Afghanistan,Developing,56.2,10.9,5394.6465
Afghanistan,Developing,55.3,7.6,5394.6465
Afghanistan,Developing,55.3,10.9,5394.6465
Afghanistan,Developing,54.8,7.6,5394.6465
Afghanistan,Developing,54.8,10.9,5394.6465
Albania,Developing,77.8,2.8,6212.1157
Albania,Developing,77.8,10.2,6212.1157
Albania,Developing,77.5,2.8,6212.1157
Albania,Developing,77.5,10.2,6212.1157
Albania,Developing,77.2,2.8,6212.1157
Albania,Developing,77.2,10.2,6212.1157
Albania,Developing,76.9,2.8,6212.1157
Albania,Developing,76.9,10.2,6212.1157
Albania,Developing,76.6,2.8,6212.1157
Albania,Developing,76.6,10.2,6212.1157
Albania,Developing,76.2,2.8,6212.1157
Albania,Developing,76.2,10.2,6212.1157
Albania,Developing,76.1,2.8,6212.1157
Albania,Developing,76.1,10.2,6212.1157
Albania,Developing,75.3,2.8,6212.1157
Albania,Developing,75.3,10.2,6212.1157
Albania,Developing,75.9,2.8,6212.1157
Albania,Developing,75.9,10.2,6212.1157
Albania,Developing,74.2,2.8,6212.1157
Albania,Developing,74.2,10.2,6212.1157
Albania,Developing,73.5,2.8,6212.1157
Albania,Developing,73.5,10.2,6212.1157
Albania,Developing,73.0,2.8,6212.1157
Albania,Developing,73.0,10.2,6212.1157
Albania,Developing,72.8,2.8,6212.1157
Albania,Developing,72.8,10.2,6212.1157
Albania,Developing,73.3,2.8,6212.1157
Albania,Developing,73.3,10.2,6212.1157
Albania,Developing,73.6,2.8,6212.1157
Albania,Developing,73.6,10.2,6212.1157
Albania,Developing,72.6,2.8,6212.1157
Albania,Developing,72.6,10.2,6212.1157
Algeria,Developing,75.6,7.0,5649.567
Algeria,Developing,75.6,7.1,5649.567
Algeria,Developing,75.4,7.0,5649.567
Algeria,Developing,75.4,7.1,5649.567
Algeria,Developing,75.3,7.0,5649.567
Algeria,Developing,75.3,7.1,5649.567
Algeria,Developing,75.1,7.0,5649.567
Algeria,Developing,75.1,7.1,5649.567
Algeria,Developing,74.9,7.0,5649.567
Algeria,Developing,74.9,7.1,5649.567
Algeria,Developing,74.7,7.0,5649.567
Algeria,Developing,74.7,7.1,5649.567
Algeria,Developing,74.4,7.0,5649.567
Algeria,Developing,74.4,7.1,5649.567
Algeria,Developing,74.1,7.0,5649.567
Algeria,Developing,74.1,7.1,5649.567
Algeria,Developing,73.8,7.0,5649.567
Algeria,Developing,73.8,7.1,5649.567
Algeria,Developing,73.4,7.0,5649.567
Algeria,Developing,73.4,7.1,5649.567
Algeria,Developing,72.9,7.0,5649.567
Algeria,Developing,72.9,7.1,5649.567
Algeria,Developing,72.3,7.0,5649.567
Algeria,Developing,72.3,7.1,5649.567
Algeria,Developing,71.7,7.0,5649.567
Algeria,Developing,71.7,7.1,5649.567
Algeria,Developing,71.6,7.0,5649.567
Algeria,Developing,71.6,7.1,5649.567
Algeria,Developing,71.4,7.0,5649.567
Algeria,Developing,71.4,7.1,5649.567
Algeria,Developing,71.3,7.0,5649.567
Algeria,Developing,71.3,7.1,5649.567
Angola,Developing,52.4,2.9,5140.2646
Angola,Developing,52.4,4.6,5140.2646
Angola,Developing,51.7,2.9,5140.2646
Angola,Developing,51.7,4.6,5140.2646
Angola,Developing,51.1,2.9,5140.2646
Angola,Developing,51.1,4.6,5140.2646
Angola,Developing,56.0,2.9,5140.2646
Angola,Developing,56.0,4.6,5140.2646
Angola,Developing,51.0,2.9,5140.2646
Angola,Developing,51.0,4.6,5140.2646
Angola,Developing,49.6,2.9,5140.2646
Angola,Developing,49.6,4.6,5140.2646
Angola,Developing,49.1,2.9,5140.2646
Angola,Developing,49.1,4.6,5140.2646
Angola,Developing,48.7,2.9,5140.2646
Angola,Developing,48.7,4.6,5140.2646
Angola,Developing,48.2,2.9,5140.2646
Angola,Developing,48.2,4.6,5140.2646
Angola,Developing,47.7,2.9,5140.2646
Angola,Developing,47.7,4.6,5140.2646
Angola,Developing,47.4,2.9,5140.2646
Angola,Developing,47.4,4.6,5140.2646
Angola,Developing,47.1,2.9,5140.2646
Angola,Developing,47.1,4.6,5140.2646
Angola,Developing,46.8,2.9,5140.2646
Angola,Developing,46.8,4.6,5140.2646
Angola,Developing,46.5,2.9,5140.2646
Angola,Developing,46.5,4.6,5140.2646
Angola,Developing,45.7,2.9,5140.2646
Angola,Developing,45.7,4.6,5140.2646
Angola,Developing,45.3,2.9,5140.2646
Angola,Developing,45.3,4.6,5140.2646
Antigua and Barbuda,Developing,76.4,12.5,13765.57
Antigua and Barbuda,Developing,76.4,11.7,13765.57
Antigua and Barbuda,Developing,76.2,12.5,13765.57
Antigua and Barbuda,Developing,76.2,11.7,13765.57
Antigua and Barbuda,Developing,76.1,12.5,13765.57
Antigua and Barbuda,Developing,76.1,11.7,13765.57
Antigua and Barbuda,Developing,75.9,12.5,13765.57
Antigua and Barbuda,Developing,75.9,11.7,13765.57
Antigua and Barbuda,Developing,75.7,12.5,13765.57
Antigua and Barbuda,Developing,75.7,11.7,13765.57
Antigua and Barbuda,Developing,75.6,12.5,13765.57
Antigua and Barbuda,Developing,75.6,11.7,13765.57
Antigua and Barbuda,Developing,75.4,12.5,13765.57
Antigua and Barbuda,Developing,75.4,11.7,13765.57
Antigua and Barbuda,Developing,75.2,12.5,13765.57
Antigua and Barbuda,Developing,75.2,11.7,13765.57
Antigua and Barbuda,Developing,75.0,12.5,13765.57
Antigua and Barbuda,Developing,75.0,11.7,13765.57
Antigua and Barbuda,Developing,74.8,12.5,13765.57
Antigua and Barbuda,Developing,74.8,11.7,13765.57
Antigua and Barbuda,Developing,74.6,12.5,13765.57
Antigua and Barbuda,Developing,74.6,11.7,13765.57
Antigua and Barbuda,Developing,74.4,12.5,13765.57
Antigua and Barbuda,Developing,74.4,11.7,13765.57
Antigua and Barbuda,Developing,74.2,12.5,13765.57
Antigua and Barbuda,Developing,74.2,11.7,13765.57
Antigua and Barbuda,Developing,74.0,12.5,13765.57
Antigua and Barbuda,Developing,74.0,11.7,13765.57
Antigua and Barbuda,Developing,73.8,12.5,13765.57
Antigua and Barbuda,Developing,73.8,11.7,13765.57
Antigua and Barbuda,Developing,73.6,12.5,13765.57
Antigua and Barbuda,Developing,73.6,11.7,13765.57
Argentina,Developing,76.3,5.5,9983.824
Argentina,Developing,76.3,5.4,9983.824
Argentina,Developing,76.2,5.5,9983.824
Argentina,Developing,76.2,5.4,9983.824
Argentina,Developing,76.0,5.5,9983.824
Argentina,Developing,76.0,5.4,9983.824
Argentina,Developing,75.9,5.5,9983.824
Argentina,Developing,75.9,5.4,9983.824
Argentina,Developing,75.7,5.5,9983.824
Argentina,Developing,75.7,5.4,9983.824
Argentina,Developing,75.5,5.5,9983.824
Argentina,Developing,75.5,5.4,9983.824
Argentina,Developing,75.6,5.5,9983.824
Argentina,Developing,75.6,5.4,9983.824
Argentina,Developing,75.4,5.5,9983.824
Argentina,Developing,75.4,5.4,9983.824
Argentina,Developing,74.8,5.5,9983.824
Argentina,Developing,74.8,5.4,9983.824
Argentina,Developing,75.2,5.5,9983.824
Argentina,Developing,75.2,5.4,9983.824
Argentina,Developing,74.9,5.5,9983.824
Argentina,Developing,74.9,5.4,9983.824
Argentina,Developing,74.7,5.5,9983.824
Argentina,Developing,74.7,5.4,9983.824
Argentina,Developing,74.1,5.5,9983.824
Argentina,Developing,74.1,5.4,9983.824
Argentina,Developing,74.1,5.5,9983.824
Argentina,Developing,74.1,5.4,9983.824
Argentina,Developing,74.0,5.5,9983.824
Argentina,Developing,74.0,5.4,9983.824
Argentina,Developing,74.1,5.5,9983.824
Argentina,Developing,74.1,5.4,9983.824
Armenia,Developing,74.8,8.5,6217.1094
Armenia,Developing,74.8,5.6,6217.1094
Armenia,Developing,74.6,8.5,6217.1094
Armenia,Developing,74.6,5.6,6217.1094
Armenia,Developing,74.4,8.5,6217.1094
Armenia,Developing,74.4,5.6,6217.1094
Armenia,Developing,74.4,8.5,6217.1094
Armenia,Developing,74.4,5.6,6217.1094
Armenia,Developing,73.9,8.5,6217.1094
Armenia,Developing,73.9,5.6,6217.1094
Armenia,Developing,73.5,8.5,6217.1094
Armenia,Developing,73.5,5.6,6217.1094
Armenia,Developing,73.3,8.5,6217.1094
Armenia,Developing,73.3,5.6,6217.1094
Armenia,Developing,73.2,8.5,6217.1094
Armenia,Developing,73.2,5.6,6217.1094
Armenia,Developing,73.5,8.5,6217.1094
Armenia,Developing,73.5,5.6,6217.1094
Armenia,Developing,72.9,8.5,6217.1094
Armenia,Developing,72.9,5.6,6217.1094
Armenia,Developing,73.0,8.5,6217.1094
Armenia,Developing,73.0,5.6,6217.1094
Armenia,Developing,73.0,8.5,6217.1094
Armenia,Developing,73.0,5.6,6217.1094
Armenia,Developing,72.7,8.5,6217.1094
Armenia,Developing,72.7,5.6,6217.1094
Armenia,Developing,72.6,8.5,6217.1094
Armenia,Developing,72.6,5.6,6217.1094
Armenia,Developing,72.6,8.5,6217.1094
Armenia,Developing,72.6,5.6,6217.1094
Armenia,Developing,72.0,8.5,6217.1094
Armenia,Developing,72.0,5.6,6217.1094
Australia,Developed,82.8,0.0,11291.524
Australia,Developed,82.8,6.6,11291.524
Australia,Developed,82.8,6.4,11291.524
Australia,Developed,82.7,0.0,11291.524
Australia,Developed,82.7,6.6,11291.524
Australia,Developed,82.7,6.4,11291.524
Australia,Developed,82.5,0.0,11291.524
Australia,Developed,82.5,6.6,11291.524
Australia,Developed,82.5,6.4,11291.524
Australia,Developed,82.3,0.0,11291.524
Australia,Developed,82.3,6.6,11291.524
Australia,Developed,82.3,6.4,11291.524
Australia,Developed,82.0,0.0,11291.524
Australia,Developed,82.0,6.6,11291.524
Australia,Developed,82.0,6.4,11291.524
Australia,Developed,81.9,0.0,11291.524
Australia,Developed,81.9,6.6,11291.524
Australia,Developed,81.9,6.4,11291.524
Australia,Developed,81.7,0.0,11291.524
Australia,Developed,81.7,6.6,11291.524
Australia,Developed,81.7,6.4,11291.524
Australia,Developed,81.3,0.0,11291.524
Australia,Developed,81.3,6.6,11291.524
Australia,Developed,81.3,6.4,11291.524
Australia,Developed,81.3,0.0,11291.524
Australia,Developed,81.3,6.6,11291.524
Australia,Developed,81.3,6.4,11291.524
Australia,Developed,81.2,0.0,11291.524
Australia,Developed,81.2,6.6,11291.524
Australia,Developed,81.2,6.4,11291.524
Australia,Developed,81.0,0.0,11291.524
Australia,Developed,81.0,6.6,11291.524
Australia,Developed,81.0,6.4,11291.524
Australia,Developed,86.0,0.0,11291.524
Australia,Developed,86.0,6.6,11291.524
Australia,Developed,86.0,6.4,11291.524
Australia,Developed,83.0,0.0,11291.524
Australia,Developed,83.0,6.6,11291.524
Australia,Developed,83.0,6.4,11291.524
Australia,Developed,79.9,0.0,11291.524
Australia,Developed,79.9,6.6,11291.524
Australia,Developed,79.9,6.4,11291.524
Australia,Developed,79.9,0.0,11291.524
Australia,Developed,79.9,6.6,11291.524
Australia,Developed,79.9,6.4,11291.524
Australia,Developed,79.5,0.0,11291.524
Australia,Developed,79.5,6.6,11291.524
Australia,Developed,79.5,6.4,11291.524
Austria,Developed,81.5,6.6,12539.835
Austria,Developed,81.5,4.6,12539.835
Austria,Developed,81.4,6.6,12539.835
Austria,Developed,81.4,4.6,12539.835
Austria,Developed,81.1,6.6,12539.835
Austria,Developed,81.1,4.6,12539.835
Austria,Developed,88.0,6.6,12539.835
Austria,Developed,88.0,4.6,12539.835
Austria,Developed,88.0,6.6,12539.835
Austria,Developed,88.0,4.6,12539.835
Austria,Developed,84.0,6.6,12539.835
Austria,Developed,84.0,4.6,12539.835
Austria,Developed,82.0,6.6,12539.835
Austria,Developed,82.0,4.6,12539.835
Austria,Developed,84.0,6.6,12539.835
Austria,Developed,84.0,4.6,12539.835
Austria,Developed,81.0,6.6,12539.835
Austria,Developed,81.0,4.6,12539.835
Austria,Developed,79.8,6.6,12539.835
Austria,Developed,79.8,4.6,12539.835
Austria,Developed,79.4,6.6,12539.835
Austria,Developed,79.4,4.6,12539.835
Austria,Developed,79.3,6.6,12539.835
Austria,Developed,79.3,4.6,12539.835
Austria,Developed,78.8,6.6,12539.835
Austria,Developed,78.8,4.6,12539.835
Austria,Developed,78.7,6.6,12539.835
Austria,Developed,78.7,4.6,12539.835
Austria,Developed,78.6,6.6,12539.835
Austria,Developed,78.6,4.6,12539.835
Austria,Developed,78.1,6.6,12539.835
Austria,Developed,78.1,4.6,12539.835
Azerbaijan,Developing,72.7,2.8,8352.474
Azerbaijan,Developing,72.7,5.6,8352.474
Azerbaijan,Developing,72.5,2.8,8352.474
Azerbaijan,Developing,72.5,5.6,8352.474
Azerbaijan,Developing,72.2,2.8,8352.474
Azerbaijan,Developing,72.2,5.6,8352.474
Azerbaijan,Developing,71.9,2.8,8352.474
Azerbaijan,Developing,71.9,5.6,8352.474
Azerbaijan,Developing,71.6,2.8,8352.474
Azerbaijan,Developing,71.6,5.6,8352.474
Azerbaijan,Developing,71.1,2.8,8352.474
Azerbaijan,Developing,71.1,5.6,8352.474
Azerbaijan,Developing,78.0,2.8,8352.474
Azerbaijan,Developing,78.0,5.6,8352.474
Azerbaijan,Developing,73.0,2.8,8352.474
Azerbaijan,Developing,73.0,5.6,8352.474
Azerbaijan,Developing,73.0,2.8,8352.474
Azerbaijan,Developing,73.0,5.6,8352.474
Azerbaijan,Developing,69.2,2.8,8352.474
Azerbaijan,Developing,69.2,5.6,8352.474
Azerbaijan,Developing,68.4,2.8,8352.474
Azerbaijan,Developing,68.4,5.6,8352.474
Azerbaijan,Developing,68.4,2.8,8352.474
Azerbaijan,Developing,68.4,5.6,8352.474
Azerbaijan,Developing,67.8,2.8,8352.474
Azerbaijan,Developing,67.8,5.6,8352.474
Azerbaijan,Developing,67.8,2.8,8352.474
Azerbaijan,Developing,67.8,5.6,8352.474
Azerbaijan,Developing,67.5,2.8,8352.474
Azerbaijan,Developing,67.5,5.6,8352.474
Azerbaijan,Developing,66.6,2.8,8352.474
Azerbaijan,Developing,66.6,5.6,8352.474
Bahamas,Developing,76.1,12.1,8737.463
Bahamas,Developing,76.1,8.8,8737.463
Bahamas,Developing,75.4,12.1,8737.463
Bahamas,Developing,75.4,8.8,8737.463
Bahamas,Developing,74.8,12.1,8737.463
Bahamas,Developing,74.8,8.8,8737.463
Bahamas,Developing,74.9,12.1,8737.463
Bahamas,Developing,74.9,8.8,8737.463
Bahamas,Developing,75.0,12.1,8737.463
Bahamas,Developing,75.0,8.8,8737.463
Bahamas,Developing,75.0,12.1,8737.463
Bahamas,Developing,75.0,8.8,8737.463
Bahamas,Developing,74.6,12.1,8737.463
Bahamas,Developing,74.6,8.8,8737.463
Bahamas,Developing,74.5,12.1,8737.463
Bahamas,Developing,74.5,8.8,8737.463
Bahamas,Developing,74.4,12.1,8737.463
Bahamas,Developing,74.4,8.8,8737.463
Bahamas,Developing,74.2,12.1,8737.463
Bahamas,Developing,74.2,8.8,8737.463
Bahamas,Developing,74.1,12.1,8737.463
Bahamas,Developing,74.1,8.8,8737.463
Bahamas,Developing,73.8,12.1,8737.463
Bahamas,Developing,73.8,8.8,8737.463
Bahamas,Developing,73.2,12.1,8737.463
Bahamas,Developing,73.2,8.8,8737.463
Bahamas,Developing,73.1,12.1,8737.463
Bahamas,Developing,73.1,8.8,8737.463
Bahamas,Developing,72.9,12.1,8737.463
Bahamas,Developing,72.9,8.8,8737.463
Bahamas,Developing,72.6,12.1,8737.463
Bahamas,Developing,72.6,8.8,8737.463
Bahrain,Developing,76.9,14.8,14349.177
Bahrain,Developing,76.9,19.5,14349.177
Bahrain,Developing,76.9,11.3,14349.177
Bahrain,Developing,76.8,14.8,14349.177
Bahrain,Developing,76.8,19.5,14349.177
Bahrain,Developing,76.8,11.3,14349.177
Bahrain,Developing,76.7,14.8,14349.177
Bahrain,Developing,76.7,19.5,14349.177
Bahrain,Developing,76.7,11.3,14349.177
Bahrain,Developing,76.5,14.8,14349.177
Bahrain,Developing,76.5,19.5,14349.177
Bahrain,Developing,76.5,11.3,14349.177
Bahrain,Developing,76.1,14.8,14349.177
Bahrain,Developing,76.1,19.5,14349.177
Bahrain,Developing,76.1,11.3,14349.177
Bahrain,Developing,76.1,14.8,14349.177
Bahrain,Developing,76.1,19.5,14349.177
Bahrain,Developing,76.1,11.3,14349.177
Bahrain,Developing,76.0,14.8,14349.177
Bahrain,Developing,76.0,19.5,14349.177
Bahrain,Developing,76.0,11.3,14349.177
Bahrain,Developing,75.8,14.8,14349.177
Bahrain,Developing,75.8,19.5,14349.177
Bahrain,Developing,75.8,11.3,14349.177
Bahrain,Developing,75.6,14.8,14349.177
Bahrain,Developing,75.6,19.5,14349.177
Bahrain,Developing,75.6,11.3,14349.177
Bahrain,Developing,75.5,14.8,14349.177
Bahrain,Developing,75.5,19.5,14349.177
Bahrain,Developing,75.5,11.3,14349.177
Bahrain,Developing,75.3,14.8,14349.177
Bahrain,Developing,75.3,19.5,14349.177
Bahrain,Developing,75.3,11.3,14349.177
Bahrain,Developing,75.2,14.8,14349.177
Bahrain,Developing,75.2,19.5,14349.177
Bahrain,Developing,75.2,11.3,14349.177
Bahrain,Developing,75.0,14.8,14349.177
Bahrain,Developing,75.0,19.5,14349.177
Bahrain,Developing,75.0,11.3,14349.177
Bahrain,Developing,74.9,14.8,14349.177
Bahrain,Developing,74.9,19.5,14349.177
Bahrain,Developing,74.9,11.3,14349.177
Bahrain,Developing,74.7,14.8,14349.177
Bahrain,Developing,74.7,19.5,14349.177
Bahrain,Developing,74.7,11.3,14349.177
Bahrain,Developing,74.5,14.8,14349.177
Bahrain,Developing,74.5,19.5,14349.177
Bahrain,Developing,74.5,11.3,14349.177
Bangladesh,Developing,71.8,10.5,22188.549
Bangladesh,Developing,71.8,14.2,22188.549
Bangladesh,Developing,71.4,10.5,22188.549
Bangladesh,Developing,71.4,14.2,22188.549
Bangladesh,Developing,71.0,10.5,22188.549
Bangladesh,Developing,71.0,14.2,22188.549
Bangladesh,Developing,77.0,10.5,22188.549
Bangladesh,Developing,77.0,14.2,22188.549
Bangladesh,Developing,73.0,10.5,22188.549
Bangladesh,Developing,73.0,14.2,22188.549
Bangladesh,Developing,69.9,10.5,22188.549
Bangladesh,Developing,69.9,14.2,22188.549
Bangladesh,Developing,69.5,10.5,22188.549
Bangladesh,Developing,69.5,14.2,22188.549
Bangladesh,Developing,69.1,10.5,22188.549
Bangladesh,Developing,69.1,14.2,22188.549
Bangladesh,Developing,68.6,10.5,22188.549
Bangladesh,Developing,68.6,14.2,22188.549
Bangladesh,Developing,68.2,10.5,22188.549
Bangladesh,Developing,68.2,14.2,22188.549
Bangladesh,Developing,67.8,10.5,22188.549
Bangladesh,Developing,67.8,14.2,22188.549
Bangladesh,Developing,67.3,10.5,22188.549
Bangladesh,Developing,67.3,14.2,22188.549
Bangladesh,Developing,66.8,10.5,22188.549
Bangladesh,Developing,66.8,14.2,22188.549
Bangladesh,Developing,66.3,10.5,22188.549
Bangladesh,Developing,66.3,14.2,22188.549
Bangladesh,Developing,65.8,10.5,22188.549
Bangladesh,Developing,65.8,14.2,22188.549
Bangladesh,Developing,65.3,10.5,22188.549
Bangladesh,Developing,65.3,14.2,22188.549
Barbados,Developing,75.5,13.2,19827.062
Barbados,Developing,75.5,12.4,19827.062
Barbados,Developing,75.5,14.0,19827.062
Barbados,Developing,75.4,13.2,19827.062
Barbados,Developing,75.4,12.4,19827.062
Barbados,Developing,75.4,14.0,19827.062
Barbados,Developing,75.2,13.2,19827.062
Barbados,Developing,75.2,12.4,19827.062
Barbados,Developing,75.2,14.0,19827.062
Barbados,Developing,75.1,13.2,19827.062
Barbados,Developing,75.1,12.4,19827.062
Barbados,Developing,75.1,14.0,19827.062
Barbados,Developing,74.9,13.2,19827.062
Barbados,Developing,74.9,12.4,19827.062
Barbados,Developing,74.9,14.0,19827.062
Barbados,Developing,74.7,13.2,19827.062
Barbados,Developing,74.7,12.4,19827.062
Barbados,Developing,74.7,14.0,19827.062
Barbados,Developing,74.6,13.2,19827.062
Barbados,Developing,74.6,12.4,19827.062
Barbados,Developing,74.6,14.0,19827.062
Barbados,Developing,74.4,13.2,19827.062
Barbados,Developing,74.4,12.4,19827.062
Barbados,Developing,74.4,14.0,19827.062
Barbados,Developing,74.2,13.2,19827.062
Barbados,Developing,74.2,12.4,19827.062
Barbados,Developing,74.2,14.0,19827.062
Barbados,Developing,74.1,13.2,19827.062
Barbados,Developing,74.1,12.4,19827.062
Barbados,Developing,74.1,14.0,19827.062
Barbados,Developing,73.9,13.2,19827.062
Barbados,Developing,73.9,12.4,19827.062
Barbados,Developing,73.9,14.0,19827.062
Barbados,Developing,73.8,13.2,19827.062
Barbados,Developing,73.8,12.4,19827.062
Barbados,Developing,73.8,14.0,19827.062
Barbados,Developing,73.7,13.2,19827.062
Barbados,Developing,73.7,12.4,19827.062
Barbados,Developing,73.7,14.0,19827.062
Barbados,Developing,73.5,13.2,19827.062
Barbados,Developing,73.5,12.4,19827.062
Barbados,Developing,73.5,14.0,19827.062
Barbados,Developing,73.4,13.2,19827.062
Barbados,Developing,73.4,12.4,19827.062
Barbados,Developing,73.4,14.0,19827.062
Barbados,Developing,73.3,13.2,19827.062
Barbados,Developing,73.3,12.4,19827.062
Barbados,Developing,73.3,14.0,19827.062
Belarus,Developing,72.3,8.0,8406.329
Belarus,Developing,72.3,5.6,8406.329
Belarus,Developing,72.0,8.0,8406.329
Belarus,Developing,72.0,5.6,8406.329
Belarus,Developing,71.7,8.0,8406.329
Belarus,Developing,71.7,5.6,8406.329
Belarus,Developing,71.9,8.0,8406.329
Belarus,Developing,71.9,5.6,8406.329
Belarus,Developing,72.0,8.0,8406.329
Belarus,Developing,72.0,5.6,8406.329
Belarus,Developing,73.0,8.0,8406.329
Belarus,Developing,73.0,5.6,8406.329
Belarus,Developing,70.0,8.0,8406.329
Belarus,Developing,70.0,5.6,8406.329
Belarus,Developing,70.0,8.0,8406.329
Belarus,Developing,70.0,5.6,8406.329
Belarus,Developing,69.8,8.0,8406.329
Belarus,Developing,69.8,5.6,8406.329
Belarus,Developing,68.9,8.0,8406.329
Belarus,Developing,68.9,5.6,8406.329
Belarus,Developing,68.1,8.0,8406.329
Belarus,Developing,68.1,5.6,8406.329
Belarus,Developing,68.2,8.0,8406.329
Belarus,Developing,68.2,5.6,8406.329
Belarus,Developing,67.7,8.0,8406.329
Belarus,Developing,67.7,5.6,8406.329
Belarus,Developing,67.2,8.0,8406.329
Belarus,Developing,67.2,5.6,8406.329
Belarus,Developing,67.7,8.0,8406.329
Belarus,Developing,67.7,5.6,8406.329
Belarus,Developing,68.0,8.0,8406.329
Belarus,Developing,68.0,5.6,8406.329
Belgium,Developed,81.1,4.8,13322.852
Belgium,Developed,81.1,3.6,13322.852
Belgium,Developed,89.0,4.8,13322.852
Belgium,Developed,89.0,3.6,13322.852
Belgium,Developed,87.0,4.8,13322.852
Belgium,Developed,87.0,3.6,13322.852
Belgium,Developed,83.0,4.8,13322.852
Belgium,Developed,83.0,3.6,13322.852
Belgium,Developed,83.0,4.8,13322.852
Belgium,Developed,83.0,3.6,13322.852
Belgium,Developed,80.0,4.8,13322.852
Belgium,Developed,80.0,3.6,13322.852
Belgium,Developed,79.8,4.8,13322.852
Belgium,Developed,79.8,3.6,13322.852
Belgium,Developed,79.5,4.8,13322.852
Belgium,Developed,79.5,3.6,13322.852
Belgium,Developed,79.5,4.8,13322.852
Belgium,Developed,79.5,3.6,13322.852
Belgium,Developed,79.4,4.8,13322.852
Belgium,Developed,79.4,3.6,13322.852
Belgium,Developed,78.9,4.8,13322.852
Belgium,Developed,78.9,3.6,13322.852
Belgium,Developed,78.8,4.8,13322.852
Belgium,Developed,78.8,3.6,13322.852
Belgium,Developed,78.3,4.8,13322.852
Belgium,Developed,78.3,3.6,13322.852
Belgium,Developed,78.0,4.8,13322.852
Belgium,Developed,78.0,3.6,13322.852
Belgium,Developed,78.0,4.8,13322.852
Belgium,Developed,78.0,3.6,13322.852
Belgium,Developed,77.6,4.8,13322.852
Belgium,Developed,77.6,3.6,13322.852
Belize,Developing,71.0,17.0,11345.1045
Belize,Developing,71.0,14.5,11345.1045
Belize,Developing,70.0,17.0,11345.1045
Belize,Developing,70.0,14.5,11345.1045
Belize,Developing,69.8,17.0,11345.1045
Belize,Developing,69.8,14.5,11345.1045
Belize,Developing,69.4,17.0,11345.1045
Belize,Developing,69.4,14.5,11345.1045
Belize,Developing,69.4,17.0,11345.1045
Belize,Developing,69.4,14.5,11345.1045
Belize,Developing,69.5,17.0,11345.1045
Belize,Developing,69.5,14.5,11345.1045
Belize,Developing,69.5,17.0,11345.1045
Belize,Developing,69.5,14.5,11345.1045
Belize,Developing,69.6,17.0,11345.1045
Belize,Developing,69.6,14.5,11345.1045
Belize,Developing,69.6,17.0,11345.1045
Belize,Developing,69.6,14.5,11345.1045
Belize,Developing,69.4,17.0,11345.1045
Belize,Developing,69.4,14.5,11345.1045
Belize,Developing,69.0,17.0,11345.1045
Belize,Developing,69.0,14.5,11345.1045
Belize,Developing,68.7,17.0,11345.1045
Belize,Developing,68.7,14.5,11345.1045
Belize,Developing,68.4,17.0,11345.1045
Belize,Developing,68.4,14.5,11345.1045
Belize,Developing,68.5,17.0,11345.1045
Belize,Developing,68.5,14.5,11345.1045
Belize,Developing,68.2,17.0,11345.1045
Belize,Developing,68.2,14.5,11345.1045
Belize,Developing,68.3,17.0,11345.1045
Belize,Developing,68.3,14.5,11345.1045
Benin,Developing,60.0,2.0,4381.0303
Benin,Developing,60.0,1.1,4381.0303
Benin,Developing,59.7,2.0,4381.0303
Benin,Developing,59.7,1.1,4381.0303
Benin,Developing,59.5,2.0,4381.0303
Benin,Developing,59.5,1.1,4381.0303
Benin,Developing,59.3,2.0,4381.0303
Benin,Developing,59.3,1.1,4381.0303
Benin,Developing,59.1,2.0,4381.0303
Benin,Developing,59.1,1.1,4381.0303
Benin,Developing,58.7,2.0,4381.0303
Benin,Developing,58.7,1.1,4381.0303
Benin,Developing,58.4,2.0,4381.0303
Benin,Developing,58.4,1.1,4381.0303
Benin,Developing,57.6,2.0,4381.0303
Benin,Developing,57.6,1.1,4381.0303
Benin,Developing,57.1,2.0,4381.0303
Benin,Developing,57.1,1.1,4381.0303
Benin,Developing,56.8,2.0,4381.0303
Benin,Developing,56.8,1.1,4381.0303
