Country,Status,Life_expectancy,Diabetes_prevalence(%),Vaccination_rate(per million people)
Cyprus,Developed,78.6,9.3,13307.571
Cyprus,Developed,78.6,8.6,13307.571
Cyprus,Developed,78.5,9.3,13307.571
Cyprus,Developed,78.5,8.6,13307.571
Cyprus,Developed,78.4,9.3,13307.571
Cyprus,Developed,78.4,8.6,13307.571
Cyprus,Developed,78.2,9.3,13307.571
Cyprus,Developed,78.2,8.6,13307.571
Cyprus,Developed,78.1,9.3,13307.571
Cyprus,Developed,78.1,8.6,13307.571
Czechia,Developed,78.8,11.7,9218.711
Czechia,Developed,78.8,5.3,9218.711
Czechia,Developed,78.8,7.1,9218.711
Czechia,Developed,78.6,11.7,9218.711
Czechia,Developed,78.6,5.3,9218.711
Czechia,Developed,78.6,7.1,9218.711
Czechia,Developed,78.2,11.7,9218.711
Czechia,Developed,78.2,5.3,9218.711
Czechia,Developed,78.2,7.1,9218.711
Czechia,Developed,78.0,11.7,9218.711
Czechia,Developed,78.0,5.3,9218.711
Czechia,Developed,78.0,7.1,9218.711
Czechia,Developed,77.8,11.7,9218.711
Czechia,Developed,77.8,5.3,9218.711
Czechia,Developed,77.8,7.1,9218.711
Czechia,Developed,77.5,11.7,9218.711
Czechia,Developed,77.5,5.3,9218.711
Czechia,Developed,77.5,7.1,9218.711
Czechia,Developed,77.1,11.7,9218.711
Czechia,Developed,77.1,5.3,9218.711
Czechia,Developed,77.1,7.1,9218.711
Czechia,Developed,77.0,11.7,9218.711
Czechia,Developed,77.0,5.3,9218.711
Czechia,Developed,77.0,7.1,9218.711
Czechia,Developed,76.8,11.7,9218.711
Czechia,Developed,76.8,5.3,9218.711
Czechia,Developed,76.8,7.1,9218.711
Czechia,Developed,76.5,11.7,9218.711
Czechia,Developed,76.5,5.3,9218.711
Czechia,Developed,76.5,7.1,9218.711
Czechia,Developed,75.9,11.7,9218.711
Czechia,Developed,75.9,5.3,9218.711
Czechia,Developed,75.9,7.1,9218.711
Czechia,Developed,75.8,11.7,9218.711
Czechia,Developed,75.8,5.3,9218.711
Czechia,Developed,75.8,7.1,9218.711
Czechia,Developed,75.2,11.7,9218.711
Czechia,Developed,75.2,5.3,9218.711
Czechia,Developed,75.2,7.1,9218.711
Czechia,Developed,75.3,11.7,9218.711
Czechia,Developed,75.3,5.3,9218.711
Czechia,Developed,75.3,7.1,9218.711
Czechia,Developed,75.1,11.7,9218.711
Czechia,Developed,75.1,5.3,9218.711
Czechia,Developed,75.1,7.1,9218.711
Czechia,Developed,74.7,11.7,9218.711
Czechia,Developed,74.7,5.3,9218.711
Czechia,Developed,74.7,7.1,9218.711
Denmark,Developed,86.0,5.6,21128.889
Denmark,Developed,86.0,5.3,21128.889
Denmark,Developed,84.0,5.6,21128.889
Denmark,Developed,84.0,5.3,21128.889
Denmark,Developed,81.0,5.6,21128.889
Denmark,Developed,81.0,5.3,21128.889
Denmark,Developed,80.0,5.6,21128.889
Denmark,Developed,80.0,5.3,21128.889
Denmark,Developed,79.7,5.6,21128.889
Denmark,Developed,79.7,5.3,21128.889
Denmark,Developed,79.2,5.6,21128.889
Denmark,Developed,79.2,5.3,21128.889
Denmark,Developed,78.9,5.6,21128.889
Denmark,Developed,78.9,5.3,21128.889
Denmark,Developed,78.8,5.6,21128.889
Denmark,Developed,78.8,5.3,21128.889
Denmark,Developed,78.4,5.6,21128.889
Denmark,Developed,78.4,5.3,21128.889
Denmark,Developed,78.1,5.6,21128.889
Denmark,Developed,78.1,5.3,21128.889
Denmark,Developed,78.1,5.6,21128.889
Denmark,Developed,78.1,5.3,21128.889
Denmark,Developed,77.7,5.6,21128.889
Denmark,Developed,77.7,5.3,21128.889
Denmark,Developed,77.3,5.6,21128.889
Denmark,Developed,77.3,5.3,21128.889
Denmark,Developed,77.0,5.6,21128.889
Denmark,Developed,77.0,5.3,21128.889
Denmark,Developed,77.0,5.6,21128.889
Denmark,Developed,77.0,5.3,21128.889
Denmark,Developed,76.9,5.6,21128.889
Denmark,Developed,76.9,5.3,21128.889
Djibouti,Developing,63.5,6.3,2948.2046
Djibouti,Developing,63.5,7.4,2948.2046
Djibouti,Developing,63.0,6.3,2948.2046
Djibouti,Developing,63.0,7.4,2948.2046
Djibouti,Developing,62.7,6.3,2948.2046
Djibouti,Developing,62.7,7.4,2948.2046
Djibouti,Developing,62.2,6.3,2948.2046
Djibouti,Developing,62.2,7.4,2948.2046
Djibouti,Developing,61.8,6.3,2948.2046
Djibouti,Developing,61.8,7.4,2948.2046
Djibouti,Developing,61.3,6.3,2948.2046
Djibouti,Developing,61.3,7.4,2948.2046
Djibouti,Developing,69.0,6.3,2948.2046
Djibouti,Developing,69.0,7.4,2948.2046
Djibouti,Developing,62.0,6.3,2948.2046
Djibouti,Developing,62.0,7.4,2948.2046
Djibouti,Developing,59.8,6.3,2948.2046
Djibouti,Developing,59.8,7.4,2948.2046
Djibouti,Developing,59.1,6.3,2948.2046
Djibouti,Developing,59.1,7.4,2948.2046
Djibouti,Developing,58.6,6.3,2948.2046
Djibouti,Developing,58.6,7.4,2948.2046
Djibouti,Developing,58.1,6.3,2948.2046
Djibouti,Developing,58.1,7.4,2948.2046
Djibouti,Developing,58.0,6.3,2948.2046
Djibouti,Developing,58.0,7.4,2948.2046
Djibouti,Developing,57.9,6.3,2948.2046
Djibouti,Developing,57.9,7.4,2948.2046
Djibouti,Developing,57.7,6.3,2948.2046
Djibouti,Developing,57.7,7.4,2948.2046
Djibouti,Developing,57.4,6.3,2948.2046
Djibouti,Developing,57.4,7.4,2948.2046
Dominican Republic,Developing,73.9,8.1,16402.178
Dominican Republic,Developing,73.9,10.5,16402.178
Dominican Republic,Developing,73.6,8.1,16402.178
Dominican Republic,Developing,73.6,10.5,16402.178
Dominican Republic,Developing,73.4,8.1,16402.178
Dominican Republic,Developing,73.4,10.5,16402.178
Dominican Republic,Developing,72.1,8.1,16402.178
Dominican Republic,Developing,72.1,10.5,16402.178
Dominican Republic,Developing,73.1,8.1,16402.178
Dominican Republic,Developing,73.1,10.5,16402.178
Dominican Republic,Developing,72.7,8.1,16402.178
Dominican Republic,Developing,72.7,10.5,16402.178
Dominican Republic,Developing,73.6,8.1,16402.178
Dominican Republic,Developing,73.6,10.5,16402.178
Dominican Republic,Developing,73.3,8.1,16402.178
Dominican Republic,Developing,73.3,10.5,16402.178
Dominican Republic,Developing,72.9,8.1,16402.178
Dominican Republic,Developing,72.9,10.5,16402.178
Dominican Republic,Developing,72.3,8.1,16402.178
Dominican Republic,Developing,72.3,10.5,16402.178
Dominican Republic,Developing,69.7,8.1,16402.178
Dominican Republic,Developing,69.7,10.5,16402.178
Dominican Republic,Developing,69.3,8.1,16402.178
Dominican Republic,Developing,69.3,10.5,16402.178
Dominican Republic,Developing,73.0,8.1,16402.178
Dominican Republic,Developing,73.0,10.5,16402.178
Dominican Republic,Developing,71.4,8.1,16402.178
Dominican Republic,Developing,71.4,10.5,16402.178
Dominican Republic,Developing,71.2,8.1,16402.178
Dominican Republic,Developing,71.2,10.5,16402.178
Dominican Republic,Developing,72.0,8.1,16402.178
Dominican Republic,Developing,72.0,10.5,16402.178
Ecuador,Developing,76.2,6.6,19899.861
Ecuador,Developing,76.2,4.4,19899.861
Ecuador,Developing,76.0,6.6,19899.861
Ecuador,Developing,76.0,4.4,19899.861
Ecuador,Developing,76.0,6.6,19899.861
Ecuador,Developing,76.0,4.4,19899.861
Ecuador,Developing,75.5,6.6,19899.861
Ecuador,Developing,75.5,4.4,19899.861
Ecuador,Developing,75.3,6.6,19899.861
Ecuador,Developing,75.3,4.4,19899.861
Ecuador,Developing,75.0,6.6,19899.861
Ecuador,Developing,75.0,4.4,19899.861
Ecuador,Developing,75.1,6.6,19899.861
Ecuador,Developing,75.1,4.4,19899.861
Ecuador,Developing,74.6,6.6,19899.861
Ecuador,Developing,74.6,4.4,19899.861
Ecuador,Developing,74.7,6.6,19899.861
Ecuador,Developing,74.7,4.4,19899.861
Ecuador,Developing,74.4,6.6,19899.861
Ecuador,Developing,74.4,4.4,19899.861
Ecuador,Developing,74.2,6.6,19899.861
Ecuador,Developing,74.2,4.4,19899.861
Ecuador,Developing,74.4,6.6,19899.861
Ecuador,Developing,74.4,4.4,19899.861
Ecuador,Developing,74.4,6.6,19899.861
Ecuador,Developing,74.4,4.4,19899.861
Ecuador,Developing,73.6,6.6,19899.861
Ecuador,Developing,73.6,4.4,19899.861
Ecuador,Developing,73.4,6.6,19899.861
Ecuador,Developing,73.4,4.4,19899.861
Ecuador,Developing,72.8,6.6,19899.861
Ecuador,Developing,72.8,4.4,19899.861
Egypt,Developing,79.0,16.6,5464.5537
Egypt,Developing,79.0,20.9,5464.5537
Egypt,Developing,78.0,16.6,5464.5537
Egypt,Developing,78.0,20.9,5464.5537
Egypt,Developing,79.0,16.6,5464.5537
Egypt,Developing,79.0,20.9,5464.5537
Egypt,Developing,72.0,16.6,5464.5537
Egypt,Developing,72.0,20.9,5464.5537
Egypt,Developing,74.0,16.6,5464.5537
Egypt,Developing,74.0,20.9,5464.5537
Egypt,Developing,70.0,16.6,5464.5537
Egypt,Developing,70.0,20.9,5464.5537
Egypt,Developing,69.9,16.6,5464.5537
Egypt,Developing,69.9,20.9,5464.5537
Egypt,Developing,69.8,16.6,5464.5537
Egypt,Developing,69.8,20.9,5464.5537
Egypt,Developing,69.7,16.6,5464.5537
Egypt,Developing,69.7,20.9,5464.5537
Egypt,Developing,69.5,16.6,5464.5537
Egypt,Developing,69.5,20.9,5464.5537
Egypt,Developing,69.4,16.6,5464.5537
Egypt,Developing,69.4,20.9,5464.5537
Egypt,Developing,69.0,16.6,5464.5537
Egypt,Developing,69.0,20.9,5464.5537
Egypt,Developing,68.6,16.6,5464.5537
Egypt,Developing,68.6,20.9,5464.5537
Egypt,Developing,68.7,16.6,5464.5537
Egypt,Developing,68.7,20.9,5464.5537
Egypt,Developing,68.6,16.6,5464.5537
Egypt,Developing,68.6,20.9,5464.5537
Egypt,Developing,68.8,16.6,5464.5537
Egypt,Developing,68.8,20.9,5464.5537
El Salvador,Developing,73.5,9.4,11533.787
El Salvador,Developing,73.5,6.3,11533.787
El Salvador,Developing,73.3,9.4,11533.787
El Salvador,Developing,73.3,6.3,11533.787
El Salvador,Developing,73.0,9.4,11533.787
El Salvador,Developing,73.0,6.3,11533.787
El Salvador,Developing,73.0,9.4,11533.787
El Salvador,Developing,73.0,6.3,11533.787
El Salvador,Developing,72.0,9.4,11533.787
El Salvador,Developing,72.0,6.3,11533.787
El Salvador,Developing,72.0,9.4,11533.787
El Salvador,Developing,72.0,6.3,11533.787
El Salvador,Developing,71.4,9.4,11533.787
El Salvador,Developing,71.4,6.3,11533.787
El Salvador,Developing,71.7,9.4,11533.787
El Salvador,Developing,71.7,6.3,11533.787
El Salvador,Developing,71.2,9.4,11533.787
El Salvador,Developing,71.2,6.3,11533.787
El Salvador,Developing,75.0,9.4,11533.787
El Salvador,Developing,75.0,6.3,11533.787
El Salvador,Developing,71.0,9.4,11533.787
El Salvador,Developing,71.0,6.3,11533.787
El Salvador,Developing,70.0,9.4,11533.787
El Salvador,Developing,70.0,6.3,11533.787
El Salvador,Developing,69.9,9.4,11533.787
El Salvador,Developing,69.9,6.3,11533.787
El Salvador,Developing,73.0,9.4,11533.787
El Salvador,Developing,73.0,6.3,11533.787
El Salvador,Developing,68.9,9.4,11533.787
El Salvador,Developing,68.9,6.3,11533.787
El Salvador,Developing,69.0,9.4,11533.787
El Salvador,Developing,69.0,6.3,11533.787
Equatorial Guinea,Developing,58.2,4.2,2779.3796
Equatorial Guinea,Developing,58.2,5.5,2779.3796
Equatorial Guinea,Developing,57.9,4.2,2779.3796
Equatorial Guinea,Developing,57.9,5.5,2779.3796
Equatorial Guinea,Developing,57.4,4.2,2779.3796
Equatorial Guinea,Developing,57.4,5.5,2779.3796
Equatorial Guinea,Developing,56.7,4.2,2779.3796
Equatorial Guinea,Developing,56.7,5.5,2779.3796
Equatorial Guinea,Developing,56.2,4.2,2779.3796
Equatorial Guinea,Developing,56.2,5.5,2779.3796
Equatorial Guinea,Developing,56.1,4.2,2779.3796
Equatorial Guinea,Developing,56.1,5.5,2779.3796
Equatorial Guinea,Developing,55.7,4.2,2779.3796
Equatorial Guinea,Developing,55.7,5.5,2779.3796
Equatorial Guinea,Developing,55.4,4.2,2779.3796
Equatorial Guinea,Developing,55.4,5.5,2779.3796
Equatorial Guinea,Developing,55.0,4.2,2779.3796
Equatorial Guinea,Developing,55.0,5.5,2779.3796
Equatorial Guinea,Developing,54.8,4.2,2779.3796
Equatorial Guinea,Developing,54.8,5.5,2779.3796
Equatorial Guinea,Developing,54.4,4.2,2779.3796
Equatorial Guinea,Developing,54.4,5.5,2779.3796
Equatorial Guinea,Developing,54.1,4.2,2779.3796
Equatorial Guinea,Developing,54.1,5.5,2779.3796
Equatorial Guinea,Developing,53.8,4.2,2779.3796
Equatorial Guinea,Developing,53.8,5.5,2779.3796
Equatorial Guinea,Developing,53.5,4.2,2779.3796
Equatorial Guinea,Developing,53.5,5.5,2779.3796
Equatorial Guinea,Developing,53.1,4.2,2779.3796
Equatorial Guinea,Developing,53.1,5.5,2779.3796
Equatorial Guinea,Developing,52.7,4.2,2779.3796
Equatorial Guinea,Developing,52.7,5.5,2779.3796
Estonia,Developing,77.6,7.0,7526.243
Estonia,Developing,77.6,6.5,7526.243
Estonia,Developing,77.3,7.0,7526.243
Estonia,Developing,77.3,6.5,7526.243
Estonia,Developing,76.9,7.0,7526.243
Estonia,Developing,76.9,6.5,7526.243
Estonia,Developing,76.3,7.0,7526.243
Estonia,Developing,76.3,6.5,7526.243
Estonia,Developing,76.1,7.0,7526.243
Estonia,Developing,76.1,6.5,7526.243
Estonia,Developing,75.6,7.0,7526.243
Estonia,Developing,75.6,6.5,7526.243
Estonia,Developing,74.9,7.0,7526.243
Estonia,Developing,74.9,6.5,7526.243
Estonia,Developing,74.2,7.0,7526.243
Estonia,Developing,74.2,6.5,7526.243
Estonia,Developing,73.0,7.0,7526.243
Estonia,Developing,73.0,6.5,7526.243
Estonia,Developing,73.0,7.0,7526.243
Estonia,Developing,73.0,6.5,7526.243
Estonia,Developing,72.8,7.0,7526.243
Estonia,Developing,72.8,6.5,7526.243
Estonia,Developing,72.3,7.0,7526.243
Estonia,Developing,72.3,6.5,7526.243
Estonia,Developing,71.9,7.0,7526.243
Estonia,Developing,71.9,6.5,7526.243
Estonia,Developing,71.2,7.0,7526.243
Estonia,Developing,71.2,6.5,7526.243
Estonia,Developing,78.0,7.0,7526.243
Estonia,Developing,78.0,6.5,7526.243
Estonia,Developing,78.0,7.0,7526.243
Estonia,Developing,78.0,6.5,7526.243
Ethiopia,Developing,64.8,3.4,22402.455
Ethiopia,Developing,64.8,5.0,22402.455
Ethiopia,Developing,64.2,3.4,22402.455
Ethiopia,Developing,64.2,5.0,22402.455
Ethiopia,Developing,63.7,3.4,22402.455
Ethiopia,Developing,63.7,5.0,22402.455
Ethiopia,Developing,63.3,3.4,22402.455
Ethiopia,Developing,63.3,5.0,22402.455
Ethiopia,Developing,62.6,3.4,22402.455
Ethiopia,Developing,62.6,5.0,22402.455
Ethiopia,Developing,61.8,3.4,22402.455
Ethiopia,Developing,61.8,5.0,22402.455
Ethiopia,Developing,68.0,3.4,22402.455
Ethiopia,Developing,68.0,5.0,22402.455
Ethiopia,Developing,59.8,3.4,22402.455
Ethiopia,Developing,59.8,5.0,22402.455
Ethiopia,Developing,58.5,3.4,22402.455
Ethiopia,Developing,58.5,5.0,22402.455
Ethiopia,Developing,57.2,3.4,22402.455
Ethiopia,Developing,57.2,5.0,22402.455
Ethiopia,Developing,56.0,3.4,22402.455
Ethiopia,Developing,56.0,5.0,22402.455
Ethiopia,Developing,55.0,3.4,22402.455
Ethiopia,Developing,55.0,5.0,22402.455
Ethiopia,Developing,54.0,3.4,22402.455
Ethiopia,Developing,54.0,5.0,22402.455
Ethiopia,Developing,53.2,3.4,22402.455
Ethiopia,Developing,53.2,5.0,22402.455
Ethiopia,Developing,52.5,3.4,22402.455
Ethiopia,Developing,52.5,5.0,22402.455
Ethiopia,Developing,51.2,3.4,22402.455
Ethiopia,Developing,51.2,5.0,22402.455
Fiji,Developing,69.9,10.9,18652.361
Fiji,Developing,69.9,17.7,18652.361
Fiji,Developing,69.7,10.9,18652.361
Fiji,Developing,69.7,17.7,18652.361
Fiji,Developing,69.6,10.9,18652.361
Fiji,Developing,69.6,17.7,18652.361
Fiji,Developing,69.4,10.9,18652.361
Fiji,Developing,69.4,17.7,18652.361
Fiji,Developing,69.2,10.9,18652.361
Fiji,Developing,69.2,17.7,18652.361
Fiji,Developing,69.1,10.9,18652.361
Fiji,Developing,69.1,17.7,18652.361
Fiji,Developing,68.9,10.9,18652.361
Fiji,Developing,68.9,17.7,18652.361
Fiji,Developing,68.7,10.9,18652.361
Fiji,Developing,68.7,17.7,18652.361
Fiji,Developing,68.6,10.9,18652.361
Fiji,Developing,68.6,17.7,18652.361
Fiji,Developing,68.5,10.9,18652.361
Fiji,Developing,68.5,17.7,18652.361
Fiji,Developing,68.3,10.9,18652.361
Fiji,Developing,68.3,17.7,18652.361
Fiji,Developing,68.1,10.9,18652.361
Fiji,Developing,68.1,17.7,18652.361
Fiji,Developing,68.0,10.9,18652.361
Fiji,Developing,68.0,17.7,18652.361
Fiji,Developing,67.9,10.9,18652.361
Fiji,Developing,67.9,17.7,18652.361
Fiji,Developing,67.8,10.9,18652.361
Fiji,Developing,67.8,17.7,18652.361
Fiji,Developing,67.7,10.9,18652.361
Fiji,Developing,67.7,17.7,18652.361
Finland,Developing,81.1,5.8,12947.951
Finland,Developing,81.1,6.1,12947.951
Finland,Developing,89.0,5.8,12947.951
Finland,Developing,89.0,6.1,12947.951
Finland,Developing,87.0,5.8,12947.951
Finland,Developing,87.0,6.1,12947.951
Finland,Developing,84.0,5.8,12947.951
Finland,Developing,84.0,6.1,12947.951
Finland,Developing,83.0,5.8,12947.951
Finland,Developing,83.0,6.1,12947.951
Finland,Developing,79.9,5.8,12947.951
Finland,Developing,79.9,6.1,12947.951
Finland,Developing,79.7,5.8,12947.951
Finland,Developing,79.7,6.1,12947.951
Finland,Developing,79.6,5.8,12947.951
Finland,Developing,79.6,6.1,12947.951
Finland,Developing,79.3,5.8,12947.951
Finland,Developing,79.3,6.1,12947.951
Finland,Developing,79.2,5.8,12947.951
Finland,Developing,79.2,6.1,12947.951
Finland,Developing,78.9,5.8,12947.951
Finland,Developing,78.9,6.1,12947.951
Finland,Developing,78.7,5.8,12947.951
Finland,Developing,78.7,6.1,12947.951
Finland,Developing,78.4,5.8,12947.951
Finland,Developing,78.4,6.1,12947.951
Finland,Developing,78.1,5.8,12947.951
Finland,Developing,78.1,6.1,12947.951
Finland,Developing,78.0,5.8,12947.951
Finland,Developing,78.0,6.1,12947.951
Finland,Developing,77.5,5.8,12947.951
Finland,Developing,77.5,6.1,12947.951
France,Developing,82.4,5.4,11083.575
France,Developing,82.4,5.3,11083.575
France,Developing,82.2,5.4,11083.575
France,Developing,82.2,5.3,11083.575
France,Developing,82.0,5.4,11083.575
France,Developing,82.0,5.3,11083.575
France,Developing,81.5,5.4,11083.575
France,Developing,81.5,5.3,11083.575
France,Developing,81.7,5.4,11083.575
France,Developing,81.7,5.3,11083.575
France,Developing,81.3,5.4,11083.575
France,Developing,81.3,5.3,11083.575
France,Developing,81.1,5.4,11083.575
France,Developing,81.1,5.3,11083.575
France,Developing,89.0,5.4,11083.575
France,Developing,89.0,5.3,11083.575
France,Developing,89.0,5.4,11083.575
France,Developing,89.0,5.3,11083.575
France,Developing,86.0,5.4,11083.575
France,Developing,86.0,5.3,11083.575
France,Developing,81.0,5.4,11083.575
France,Developing,81.0,5.3,11083.575
France,Developing,82.0,5.4,11083.575
France,Developing,82.0,5.3,11083.575
France,Developing,79.3,5.4,11083.575
France,Developing,79.3,5.3,11083.575
France,Developing,79.2,5.4,11083.575
France,Developing,79.2,5.3,11083.575
France,Developing,79.0,5.4,11083.575
France,Developing,79.0,5.3,11083.575
France,Developing,78.8,5.4,11083.575
France,Developing,78.8,5.3,11083.575
Gabon,Developing,66.0,10.3,2933.629
Gabon,Developing,66.0,5.5,2933.629
Gabon,Developing,65.5,10.3,2933.629
Gabon,Developing,65.5,5.5,2933.629
Gabon,Developing,64.6,10.3,2933.629
Gabon,Developing,64.6,5.5,2933.629
Gabon,Developing,63.5,10.3,2933.629
Gabon,Developing,63.5,5.5,2933.629
Gabon,Developing,62.8,10.3,2933.629
Gabon,Developing,62.8,5.5,2933.629
Gabon,Developing,62.3,10.3,2933.629
Gabon,Developing,62.3,5.5,2933.629
Gabon,Developing,61.7,10.3,2933.629
Gabon,Developing,61.7,5.5,2933.629
Gabon,Developing,61.6,10.3,2933.629
Gabon,Developing,61.6,5.5,2933.629
Gabon,Developing,61.6,10.3,2933.629
Gabon,Developing,61.6,5.5,2933.629
Gabon,Developing,61.4,10.3,2933.629
Gabon,Developing,61.4,5.5,2933.629
Gabon,Developing,65.0,10.3,2933.629
Gabon,Developing,65.0,5.5,2933.629
Gabon,Developing,59.7,10.3,2933.629
Gabon,Developing,59.7,5.5,2933.629
Gabon,Developing,59.7,10.3,2933.629
Gabon,Developing,59.7,5.5,2933.629
Gabon,Developing,59.7,10.3,2933.629
Gabon,Developing,59.7,5.5,2933.629
Gabon,Developing,59.8,10.3,2933.629
Gabon,Developing,59.8,5.5,2933.629
Gabon,Developing,61.0,10.3,2933.629
Gabon,Developing,61.0,5.5,2933.629
Gambia,Developing,61.1,2.0,3096.6348
Gambia,Developing,61.1,1.9,3096.6348
Gambia,Developing,68.0,2.0,3096.6348
Gambia,Developing,68.0,1.9,3096.6348
Gambia,Developing,66.0,2.0,3096.6348
Gambia,Developing,66.0,1.9,3096.6348
Gambia,Developing,62.0,2.0,3096.6348
Gambia,Developing,62.0,1.9,3096.6348
Gambia,Developing,59.8,2.0,3096.6348
Gambia,Developing,59.8,1.9,3096.6348
Gambia,Developing,59.3,2.0,3096.6348
Gambia,Developing,59.3,1.9,3096.6348
Gambia,Developing,59.0,2.0,3096.6348
Gambia,Developing,59.0,1.9,3096.6348
Gambia,Developing,58.7,2.0,3096.6348
Gambia,Developing,58.7,1.9,3096.6348
Gambia,Developing,58.5,2.0,3096.6348
Gambia,Developing,58.5,1.9,3096.6348
Gambia,Developing,58.2,2.0,3096.6348
Gambia,Developing,58.2,1.9,3096.6348
Gambia,Developing,57.7,2.0,3096.6348
Gambia,Developing,57.7,1.9,3096.6348
Gambia,Developing,57.3,2.0,3096.6348
Gambia,Developing,57.3,1.9,3096.6348
Gambia,Developing,57.0,2.0,3096.6348
Gambia,Developing,57.0,1.9,3096.6348
Gambia,Developing,56.6,2.0,3096.6348
Gambia,Developing,56.6,1.9,3096.6348
Gambia,Developing,56.3,2.0,3096.6348
Gambia,Developing,56.3,1.9,3096.6348
Gambia,Developing,55.9,2.0,3096.6348
Gambia,Developing,55.9,1.9,3096.6348
Georgia,Developing,74.4,2.8,7821.415
Georgia,Developing,74.4,5.7,7821.415
Georgia,Developing,74.5,2.8,7821.415
Georgia,Developing,74.5,5.7,7821.415
Georgia,Developing,74.5,2.8,7821.415
Georgia,Developing,74.5,5.7,7821.415
Georgia,Developing,74.2,2.8,7821.415
Georgia,Developing,74.2,5.7,7821.415
Georgia,Developing,73.9,2.8,7821.415
Georgia,Developing,73.9,5.7,7821.415
Georgia,Developing,73.8,2.8,7821.415
Georgia,Developing,73.8,5.7,7821.415
Georgia,Developing,73.2,2.8,7821.415
Georgia,Developing,73.2,5.7,7821.415
Georgia,Developing,73.9,2.8,7821.415
Georgia,Developing,73.9,5.7,7821.415
Georgia,Developing,74.4,2.8,7821.415
Georgia,Developing,74.4,5.7,7821.415
Georgia,Developing,73.9,2.8,7821.415
Georgia,Developing,73.9,5.7,7821.415
Georgia,Developing,73.9,2.8,7821.415
Georgia,Developing,73.9,5.7,7821.415
Georgia,Developing,72.3,2.8,7821.415
Georgia,Developing,72.3,5.7,7821.415
Georgia,Developing,72.7,2.8,7821.415
Georgia,Developing,72.7,5.7,7821.415
Georgia,Developing,71.7,2.8,7821.415
Georgia,Developing,71.7,5.7,7821.415
Georgia,Developing,73.0,2.8,7821.415
Georgia,Developing,73.0,5.7,7821.415
Georgia,Developing,71.8,2.8,7821.415
Georgia,Developing,71.8,5.7,7821.415
Germany,Developed,81.0,5.3,13656.5625
Germany,Developed,81.0,6.9,13656.5625
Germany,Developed,89.0,5.3,13656.5625
Germany,Developed,89.0,6.9,13656.5625
Germany,Developed,86.0,5.3,13656.5625
Germany,Developed,86.0,6.9,13656.5625
Germany,Developed,86.0,5.3,13656.5625
Germany,Developed,86.0,6.9,13656.5625
Germany,Developed,85.0,5.3,13656.5625
Germany,Developed,85.0,6.9,13656.5625
Germany,Developed,81.0,5.3,13656.5625
Germany,Developed,81.0,6.9,13656.5625
Germany,Developed,80.0,5.3,13656.5625
Germany,Developed,80.0,6.9,13656.5625
Germany,Developed,79.9,5.3,13656.5625
Germany,Developed,79.9,6.9,13656.5625
Germany,Developed,79.8,5.3,13656.5625
Germany,Developed,79.8,6.9,13656.5625
Germany,Developed,79.6,5.3,13656.5625
Germany,Developed,79.6,6.9,13656.5625
Germany,Developed,79.2,5.3,13656.5625
Germany,Developed,79.2,6.9,13656.5625
Germany,Developed,79.1,5.3,13656.5625
Germany,Developed,79.1,6.9,13656.5625
Germany,Developed,78.5,5.3,13656.5625
Germany,Developed,78.5,6.9,13656.5625
Germany,Developed,78.4,5.3,13656.5625
Germany,Developed,78.4,6.9,13656.5625
Germany,Developed,78.3,5.3,13656.5625
Germany,Developed,78.3,6.9,13656.5625
Germany,Developed,78.0,5.3,13656.5625
Germany,Developed,78.0,6.9,13656.5625
Ghana,Developing,62.4,5.0,13342.221
Ghana,Developing,62.4,2.6,13342.221
Ghana,Developing,62.1,5.0,13342.221
Ghana,Developing,62.1,2.6,13342.221
Ghana,Developing,61.9,5.0,13342.221
Ghana,Developing,61.9,2.6,13342.221
Ghana,Developing,61.6,5.0,13342.221
Ghana,Developing,61.6,2.6,13342.221
Ghana,Developing,61.2,5.0,13342.221
Ghana,Developing,61.2,2.6,13342.221
Ghana,Developing,69.0,5.0,13342.221
Ghana,Developing,69.0,2.6,13342.221
Ghana,Developing,66.0,5.0,13342.221
Ghana,Developing,66.0,2.6,13342.221
Ghana,Developing,63.0,5.0,13342.221
Ghana,Developing,63.0,2.6,13342.221
Ghana,Developing,59.9,5.0,13342.221
Ghana,Developing,59.9,2.6,13342.221
Ghana,Developing,59.4,5.0,13342.221
Ghana,Developing,59.4,2.6,13342.221
Ghana,Developing,58.9,5.0,13342.221
Ghana,Developing,58.9,2.6,13342.221
Ghana,Developing,58.3,5.0,13342.221
Ghana,Developing,58.3,2.6,13342.221
Ghana,Developing,57.9,5.0,13342.221
Ghana,Developing,57.9,2.6,13342.221
Ghana,Developing,57.6,5.0,13342.221
Ghana,Developing,57.6,2.6,13342.221
Ghana,Developing,57.4,5.0,13342.221
Ghana,Developing,57.4,2.6,13342.221
Ghana,Developing,57.2,5.0,13342.221
Ghana,Developing,57.2,2.6,13342.221
Greece,Developing,81.0,5.1,10478.316
Greece,Developing,81.0,6.4,10478.316
Greece,Developing,88.0,5.1,10478.316
Greece,Developing,88.0,6.4,10478.316
Greece,Developing,86.0,5.1,10478.316
Greece,Developing,86.0,6.4,10478.316
Greece,Developing,84.0,5.1,10478.316
Greece,Developing,84.0,6.4,10478.316
Greece,Developing,85.0,5.1,10478.316
Greece,Developing,85.0,6.4,10478.316
Greece,Developing,83.0,5.1,10478.316
Greece,Developing,83.0,6.4,10478.316
Greece,Developing,80.0,5.1,10478.316
